PDB,CHAIN,SP_PRIMARY
1cgh,A,P08311
1cgi,I,P00995
1cgj,I,P00995
1cgl,A,P03956
1cgl,B,P03956
1cgq,A,P14174
1cgq,B,P14174
1cgq,C,P14174
1ch4,A,P68871
1ch4,B,P68871
1ch4,C,P68871
1ch4,D,P68871
1ci4,A,O75531
1ci4,B,O75531
1ci5,A,P19256
1ci6,A,P18848
1cil,A,P00918
1cim,A,P00918
1cin,A,P00918
1ciz,A,P08254
1cj1,A,P62993
1cj1,B,P62993
1cj1,C,P62993
1cj1,D,P62993
1cj1,E,P62993
1cj1,F,P62993
1cj1,G,P62993
1cj1,H,P62993
1cj1,I,P62993
1cj1,J,P62993
1cj1,K,P62993
1cj1,L,P62993
1cj6,A,P61626
1cj7,A,P61626
1cj8,A,P61626
1cj9,A,P61626
1cjf,A,P07737
1cjf,B,P07737
1cjl,A,P07711
1cjm,A,P0DMM9
1cjy,A,P47712
1cjy,B,P47712
1ck7,A,P08253
1ckc,A,P61626
1ckd,A,P61626
1ckf,A,P61626
1ckg,A,P61626
1ckg,B,P61626
1ckh,A,P61626
1ckl,A,P15529
1ckl,B,P15529
1ckl,C,P15529
1ckl,D,P15529
1ckl,E,P15529
1ckl,F,P15529
1ckp,A,P24941
1cks,A,P33552
1cks,B,P33552
1cks,C,P33552
1cl3,A,Q13951
1cll,A,P0DP23
1cls,A,P69905
1cls,B,P68871
1cls,C,P69905
1cls,D,P68871
1clu,A,P01112
1cly,L,P01834
1cm0,A,Q92831
1cm0,B,Q92831
1cm8,A,P53778
1cm8,B,P53778
1cmi,A,P63167
1cmi,B,P63167
1cmk,I,P61925
1cmo,A,Q01196
1cmx,B,P0CG48
1cmx,D,P0CG48
1cmy,A,P69905
1cmy,B,P68871
1cmy,C,P69905
1cmy,D,P68871
1cmz,A,P49795
1cn4,A,P19235
1cn4,B,P19235
1cn4,C,P01588
1cnb,A,P00918
1cnc,A,P00918
1cng,A,P00918
1cnh,A,P00918
1cni,A,P00918
1cnj,A,P00918
1cnk,A,P00918
1cnt,1,P26441
1cnt,2,P26441
1cnt,3,P26441
1cnt,4,P26441
1cnw,A,P00918
1cnx,A,P00918
1cny,A,P00918
1co1,A,Q01196
1coh,A,P69905
1coh,B,P68871
1coh,C,P69905
1coh,D,P68871
1cok,A,O15350
1cp3,A,P42574
1cp3,B,P42574
1cpu,A,P04746
1cq0,A,O43612
1cqg,A,P10599
1cqg,B,P27695
1cqh,A,P10599
1cqh,B,P27695
1cqp,A,P20701
1cqp,B,P20701
1cqr,A,P08254
1cqr,B,P08254
1cqt,A,P14859
1cqt,B,P14859
1cqt,I,Q16633
1cqt,J,Q16633
1cra,A,P00918
1crm,A,P00915
1crp,A,P01112
1crq,A,P01112
1crr,A,P01112
1cs3,A,Q05516
1cs8,A,P07711
1cs9,A,P68431
1csb,A,P07858
1csb,B,P07858
1csb,D,P07858
1csb,E,P07858
1csg,A,P04141
1csg,B,P04141
1csk,A,P41240
1csk,B,P41240
1csk,C,P41240
1csk,D,P41240
1csy,A,P43405
1csz,A,P43405
1ct6,A,P68431
1ctq,A,P01112
1ctr,A,P0DP23
1cv9,A,P11912
1cva,A,P00918
1cvb,A,P00918
1cvc,A,P00918
1cvd,A,P00918
1cve,A,P00918
1cvf,A,P00918
1cvh,A,P00918
1cvi,A,P15309
1cvi,B,P15309
1cvi,C,P15309
1cvi,D,P15309
1cvj,A,P11940
1cvj,B,P11940
1cvj,C,P11940
1cvj,D,P11940
1cvj,E,P11940
1cvj,F,P11940
1cvj,G,P11940
1cvj,H,P11940
1cvs,A,P09038
1cvs,B,P09038
1cvs,C,P11362
1cvs,D,P11362
1cvw,H,P08709
1cvw,L,P08709
1cw3,A,P05091
1cw3,B,P05091
1cw3,C,P05091
1cw3,D,P05091
1cw3,E,P05091
1cw3,F,P05091
1cw3,G,P05091
1cw3,H,P05091
1cwa,A,P62937
1cwb,A,P62937
1cwc,A,P62937
1cwd,L,P06239
1cwe,A,P06239
1cwe,C,P06239
1cwf,A,P62937
1cwh,A,P62937
1cwi,A,P62937
1cwj,A,P62937
1cwk,A,P62937
1cwl,A,P62937
1cwm,A,P62937
1cwo,A,P62937
1cwr,A,P30305
1cws,A,P30305
1cwt,A,P30305
1cww,A,O14727
1cx8,A,P02786
1cx8,B,P02786
1cx8,C,P02786
1cx8,D,P02786
1cx8,E,P02786
1cx8,F,P02786
1cx8,G,P02786
1cx8,H,P02786
1cxp,A,P05164
1cxp,B,P05164
1cxp,C,P05164
1cxp,D,P05164
1cxw,A,P08253
1cxz,A,P61586
1cxz,B,Q16512
1cy5,A,O14727
1cyl,A,P05112
1cyn,A,P23284
1cyu,A,P01040
1cyv,A,P01040
1cz8,V,P15692
1cz8,W,P15692
1cza,N,P19367
1czm,A,P00915
1czs,A,P12259
1czt,A,P12259
1czv,A,P12259
1czv,B,P12259
1czy,A,Q12933
1czy,B,Q12933
1czy,C,Q12933
1czz,A,Q12933
1czz,B,Q12933
1czz,C,Q12933
1czz,D,P25942
1czz,E,P25942
1d00,A,Q12933
1d00,B,Q12933
1d00,C,Q12933
1d00,D,Q12933
1d00,E,Q12933
1d00,F,Q12933
1d00,G,Q12933
1d00,H,Q12933
1d00,I,P25942
1d00,J,P25942
1d00,K,P25942
1d00,L,P25942
1d00,M,P25942
1d00,N,P25942
1d00,O,P25942
1d00,P,P25942
1d01,A,Q12933
1d01,B,Q12933
1d01,C,Q12933
1d01,D,Q12933
1d01,E,Q12933
1d01,F,Q12933
1d01,G,P28908
1d01,H,P28908
1d01,I,P28908
1d0a,A,Q12933
1d0a,B,Q12933
1d0a,C,Q12933
1d0a,D,Q12933
1d0a,E,Q12933
1d0a,F,Q12933
1d0a,G,P43489
1d0a,H,P43489
1d0a,I,P43489
1d0a,J,P43489
1d0a,K,P43489
1d0a,L,P43489
1d0g,A,P50591
1d0g,B,P50591
1d0g,D,P50591
1d0g,R,O14763
1d0g,S,O14763
1d0g,T,O14763
1d0j,A,Q12933
1d0j,B,Q12933
1d0j,C,Q12933
1d0j,D,Q12933
1d0j,E,Q12933
1d0j,F,Q12933
1d0r,A,P01275
1d1j,A,P35080
1d1j,B,P35080
1d1j,C,P35080
1d1j,D,P35080
1d1s,A,P40394
1d1s,B,P40394
1d1s,C,P40394
1d1s,D,P40394
1d1t,A,P40394
1d1t,B,P40394
1d1t,C,P40394
1d1t,D,P40394
1d1z,A,O60880
1d1z,B,O60880
1d1z,C,O60880
1d1z,D,O60880
1d2b,A,P01033
1d2j,A,P01130
1d2q,A,P50591
1d2q,B,P50591
1d2s,A,P04278
1d2v,A,P05164
1d2v,B,P05164
1d2v,C,P05164
1d2v,D,P05164
1d3b,A,P62318
1d3b,B,P14678
1d3b,C,P62318
1d3b,D,P14678
1d3b,E,P62318
1d3b,F,P14678
1d3b,G,P62318
1d3b,H,P14678
1d3b,I,P62318
1d3b,J,P14678
1d3b,K,P62318
1d3b,L,P14678
1d3d,A,P00734
1d3d,B,P00734
1d3e,I,P05362
1d3g,A,Q02127
1d3h,A,Q02127
1d3i,I,P05362
1d3k,A,P02787
1d3l,A,P05362
1d3p,A,P00734
1d3p,B,P00734
1d3q,A,P00734
1d3q,B,P00734
1d3t,A,P00734
1d3t,B,P00734
1d3z,A,P0CG48
1d4a,A,P15559
1d4a,B,P15559
1d4a,C,P15559
1d4a,D,P15559
1d4b,A,Q9UHD4
1d4n,A,P02787
1d4p,A,P00734
1d4p,B,P00734
1d4t,A,O60880
1d4t,B,Q13291
1d4u,A,P23025
1d4v,A,O14763
1d4v,B,P50591
1d4w,A,O60880
1d4w,B,O60880
1d4w,C,Q13291
1d4w,D,Q13291
1d4x,G,P06396
1d5b,A,P01834
1d5b,B,P01857
1d5b,H,P01857
1d5b,L,P01834
1d5f,A,Q05086
1d5f,B,Q05086
1d5f,C,Q05086
1d5g,A,Q12923
1d5i,H,P01857
1d5i,L,P01834
1d5j,A,P08254
1d5j,B,P08254
1d5l,A,P05164
1d5l,B,P05164
1d5l,C,P05164
1d5l,D,P05164
1d5m,A,P01903
1d5m,B,P01911
1d5r,A,P60484
1d5s,A,P01009
1d5s,B,P01009
1d5v,A,Q99958
1d5x,A,P01903
1d5x,B,P01911
1d5z,A,P01903
1d5z,B,P01911
1d6e,A,P01903
1d6e,B,P01911
1d6g,A,P32238
1d6n,A,P00492
1d6n,B,P00492
1d6o,A,P62942
1d6o,B,P62942
1d6p,A,P61626
1d6q,A,P61626
1d6v,H,P01857
1d6v,L,P01834
1d6w,A,P00734
1d7h,A,P62942
1d7h,B,P62942
1d7i,A,P62942
1d7i,B,P62942
1d7j,A,P62942
1d7j,B,P62942
1d7k,A,P11926
1d7k,B,P11926
1d7p,M,P00451
1d7q,A,P47813
1d7w,A,P05164
1d7w,B,P05164
1d7w,C,P05164
1d7w,D,P05164
1d7x,A,P08254
1d7x,B,P08254
1d8d,P,P01116
1d8e,P,P01116
1d8f,A,P08254
1d8f,B,P08254
1d8j,A,P29084
1d8k,A,P29084
1d8m,A,P08254
1d8m,B,P08254
1d9i,A,P00734
1d9n,A,Q9UIS9
1dan,H,P08709
1dan,L,P08709
1dan,T,P13726
1dan,U,P13726
1db1,A,P11473
1db2,A,P05121
1db2,B,P05121
1db4,A,P14555
1db5,A,P14555
1dbh,A,Q07889
1dc2,A,P42771
1dca,A,P00918
1dcb,A,P00918
1dcl,A,P01709
1dcl,B,P01709
1dcy,A,P14555
1dd1,A,Q13485
1dd1,B,Q13485
1dd1,C,Q13485
1ddf,A,P25445
1ddj,A,P00747
1ddj,B,P00747
1ddj,C,P00747
1ddj,D,P00747
1de4,A,Q30201
1de4,B,P61769
1de4,C,P02786
1de4,D,Q30201
1de4,E,P61769
1de4,F,P02786
1de4,G,Q30201
1de4,H,P61769
1de4,I,P02786
1de7,H,P00734
1de7,J,P00734
1de7,K,P00734
1de7,L,P00734
1de8,A,P27695
1de8,B,P27695
1de9,A,P27695
1de9,B,P27695
1deh,A,P00325
1deh,B,P00325
1dej,S,P06396
1deu,A,Q9UBR2
1deu,B,Q9UBR2
1dev,A,Q15796
1dev,B,O95405
1dev,C,Q15796
1dev,D,O95405
1dew,A,P27695
1dew,B,P27695
1dfb,H,P01857
1dfb,L,P01834
1dfc,A,Q16658
1dfc,B,Q16658
1dfn,A,P59666
1dfn,B,P59666
1dfp,A,P00746
1dfp,B,P00746
1dfv,A,P80188
1dfv,B,P80188
1dfw,A,P07988
1dg3,A,P32455
1dg6,A,P50591
1dgb,A,P04040
1dgb,B,P04040
1dgb,C,P04040
1dgb,D,P04040
1dgf,A,P04040
1dgf,B,P04040
1dgf,C,P04040
1dgf,D,P04040
1dgg,A,P04040
1dgg,B,P04040
1dgg,C,P04040
1dgg,D,P04040
1dgh,A,P04040
1dgh,B,P04040
1dgh,C,P04040
1dgh,D,P04040
1dgi,R,P15151
1dgk,N,P19367
1dgn,A,P57730
1dgq,A,P20701
1dgu,A,Q99828
1dgv,A,Q99828
1dhf,A,P00374
1dhf,B,P00374
1dhs,A,P49366
1dht,A,P14061
1di3,A,P61626
1di4,A,P61626
1di5,A,P61626
1di8,A,P24941
1di9,A,Q16539
1dia,A,P11586
1dia,B,P11586
1dib,A,P11586
1dib,B,P11586
1dic,A,P00746
1dig,A,P11586
1dig,B,P11586
1dit,H,P00734
1dit,L,P00734
1djl,A,Q13423
1djl,B,Q13423
1djs,A,P21802
1djs,B,P05230
1dk8,A,O15169
1dke,A,P69905
1dke,B,P68871
1dke,C,P69905
1dke,D,P68871
1dkf,B,P10276
1dks,A,P61024
1dks,B,P61024
1dkt,A,P61024
1dkt,B,P61024
1dl6,A,Q00403
1dle,A,P00751
1dle,B,P00751
1dlh,A,P01903
1dlh,B,P01911
1dlh,D,P01903
1dlh,E,P01911
1dlr,A,P00374
1dls,A,P00374
1dm2,A,P24941
1dm4,A,P00734
1dm4,B,P00734
1dm4,C,P02671
1dmt,A,P08473
1dmw,A,P00439
1dn0,A,Q6PJF2
1dn0,C,Q6PJF2
1dn2,A,P01857
1dn2,B,P01857
1dn3,A,P02776
1dnc,A,P00390
1dnu,A,P05164
1dnu,B,P05164
1dnu,C,P05164
1dnu,D,P05164
1dnw,A,P05164
1dnw,B,P05164
1dnw,C,P05164
1dnw,D,P05164
1do5,A,O14618
1do5,B,O14618
1do5,C,O14618
1do5,D,O14618
1do8,A,P23368
1do8,B,P23368
1do8,C,P23368
1do8,D,P23368
1doa,A,P60953
1doj,A,P00734
1dok,A,P13500
1dok,B,P13500
1dol,A,P13500
1dom,A,P13500
1dom,B,P13500
1don,A,P13500
1don,B,P13500
1dp7,P,P22670
1dpf,A,P61586
1dpk,A,P08514
1dpq,A,P08514
1dpt,A,P30046
1dpt,B,P30046
1dpt,C,P30046
1dpu,A,P15927
1dpu,B,P13051
1dq8,A,P04035
1dq8,B,P04035
1dq8,C,P04035
1dq8,D,P04035
1dq9,A,P04035
1dq9,B,P04035
1dq9,C,P04035
1dq9,D,P04035
1dqa,A,P04035
1dqa,B,P04035
1dqa,C,P04035
1dqa,D,P04035
1dqb,A,P07204
1dr9,A,P33681
1drf,A,P00374
1drz,A,P09012
1ds5,E,P67870
1ds5,F,P67870
1ds5,G,P67870
1ds5,H,P67870
1ds6,A,P15153
1ds6,B,P52566
1dsn,A,P02788
1dst,A,P00746
1dsu,A,P00746
1dsu,B,P00746
1dsw,A,P00441
1dsz,A,P10276
1dsz,B,P19793
1dt4,A,P51513
1dt7,X,P04637
1dt7,Y,P04637
1dt9,A,P62495
1dtd,A,P48052
1dtg,A,P02787
1dtj,A,Q9UNW9
1dtj,B,Q9UNW9
1dtj,C,Q9UNW9
1dtj,D,Q9UNW9
1dtw,A,P12694
1dtw,B,P21953
1du3,A,O14763
1du3,B,O14763
1du3,C,O14763
1du3,D,P50591
1du3,E,P50591
1du3,F,P50591
1du3,G,O14763
1du3,H,O14763
1du3,I,O14763
1du3,J,P50591
1du3,K,P50591
1du3,L,P50591
1dug,A,P02679
1dug,B,P02679
1duj,A,Q13257
1dux,C,P19419
1dux,F,P19419
1duy,A,P04439
1duy,B,P61769
1duy,D,P04439
1duy,E,P61769
1duz,A,P04439
1duz,B,P61769
1duz,D,P04439
1duz,E,P61769
1dv0,A,P54725
1dv8,A,P07306
1dva,H,P08709
1dva,I,P08709
1dva,L,P08709
1dva,M,P08709
1dvc,A,P01040
1dvd,A,P01040
1dvm,A,P05121
1dvm,B,P05121
1dvm,C,P05121
1dvm,D,P05121
1dvn,A,P05121
1dvq,A,P02766
1dvq,B,P02766
1dvs,A,P02766
1dvs,B,P02766
1dvt,A,P02766
1dvt,B,P02766
1dvu,A,P02766
1dvu,B,P02766
1dvx,A,P02766
1dvx,B,P02766
1dvy,A,P02766
1dvy,B,P02766
1dvz,A,P02766
1dvz,B,P02766
1dwb,H,P00734
1dwb,L,P00734
1dwc,H,P00734
1dwc,L,P00734
1dwd,H,P00734
1dwd,L,P00734
1dwe,H,P00734
1dwe,L,P00734
1dx5,A,P00734
1dx5,B,P00734
1dx5,C,P00734
1dx5,D,P00734
1dx5,I,P07204
1dx5,J,P07204
1dx5,K,P07204
1dx5,L,P07204
1dx5,M,P00734
1dx5,N,P00734
1dx5,O,P00734
1dx5,P,P00734
1dxo,A,P15559
1dxo,B,P15559
1dxo,C,P15559
1dxo,D,P15559
1dxs,A,O15350
1dxt,A,P69905
1dxt,B,P68871
1dxt,C,P69905
1dxt,D,P68871
1dxu,A,P69905
1dxu,B,P68871
1dxu,C,P69905
1dxu,D,P68871
1dxv,A,P69905
1dxv,B,P68871
1dxv,C,P69905
1dxv,D,P68871
1dyn,A,Q05193
1dyn,B,Q05193
1dyt,A,P12724
1dyt,B,P12724
1dz5,A,P09012
1dz5,B,P09012
1dz7,A,P01215
1dza,A,P07998
1dza,B,P07998
1dzc,A,P05230
1dzd,A,P05230
1dzg,I,P01008
1dzg,L,P01008
1dzh,I,P01008
1dzh,L,P01008
1dzi,A,P17301
1e03,I,P01008
1e03,L,P01008
1e04,I,P01008
1e04,L,P01008
1e05,I,P01008
1e05,L,P01008
1e07,A,P06731
1e0a,A,P60953
1e0f,A,P00734
1e0f,B,P00734
1e0f,C,P00734
1e0f,D,P00734
1e0f,E,P00734
1e0f,F,P00734
1e0o,A,P05230
1e0o,B,P21802
1e0o,C,P05230
1e0o,D,P21802
1e0s,A,P62330
1e17,A,P98177
1e1g,A,P04156
1e1j,A,P04156
1e1p,A,P04156
1e1s,A,P04156
1e1u,A,P04156
1e1v,A,P24941
1e1w,A,P04156
1e1x,A,P24941
1e1z,P,P15289
1e21,A,P07998
1e27,A,P01889
1e27,B,P61769
1e28,A,P01889
1e28,B,P61769
1e2d,A,P23919
1e2e,A,P23919
1e2f,A,P23919
1e2g,A,P23919
1e2q,A,P23919
1e2s,P,P15289
1e31,A,O15392
1e31,B,O15392
1e33,P,P15289
1e3c,P,P15289
1e3f,A,P02766
1e3f,B,P02766
1e3g,A,P10275
1e3k,A,P06401
1e3k,B,P06401
1e3o,C,P14859
1e3y,A,Q13158
1e41,A,Q13158
1e42,A,P63010
1e42,B,P63010
1e4h,A,P02766
1e4h,B,P02766
1e4j,A,O75015
1e4k,A,P01857
1e4k,B,P01857
1e4k,C,O75015
1e4q,A,O15263
1e4s,A,P60022
1e4u,A,O95628
1e50,A,Q01196
1e50,B,Q13951
1e50,C,Q01196
1e50,D,Q13951
1e50,E,Q01196
1e50,F,Q13951
1e50,G,Q01196
1e50,H,Q13951
1e50,Q,Q01196
1e50,R,Q01196
1e51,A,P13716
1e51,B,P13716
1e5a,A,P02766
1e5a,B,P02766
1e5w,A,P26038
1e6f,A,P11717
1e6f,B,P11717
1e78,A,P02768
1e78,B,P02768
1e7a,A,P02768
1e7a,B,P02768
1e7b,A,P02768
1e7b,B,P02768
1e7c,A,P02768
1e7e,A,P02768
1e7f,A,P02768
1e7g,A,P02768
1e7h,A,P02768
1e7i,A,P02768
1e7k,A,P55769
1e7k,B,P55769
1e7z,A,Q12904
1e87,A,Q07108
1e88,A,P02751
1e8a,A,P80511
1e8a,B,P80511
1e8b,A,P02751
1e8i,A,Q07108
1e8i,B,Q07108
1e8o,A,P49458
1e8o,B,P37108
1e8o,C,P49458
1e8o,D,P37108
1e8s,A,P49458
1e8s,B,P37108
1e8y,A,P48736
1e8z,A,P48736
1e91,B,Q05195
1e96,A,P63000
1e96,B,P19878
1e98,A,P23919
1e99,A,P23919
1e9a,A,P23919
1e9b,A,P23919
1e9c,A,P23919
1e9d,A,P23919
1e9e,A,P23919
1e9f,A,P23919
1e9h,A,P24941
1e9h,B,P20248
1e9h,C,P24941
1e9h,D,P20248
1e9j,A,P01215
1e9k,A,Q08499
1e9n,A,P27695
1e9n,B,P27695
1e9t,A,Q07654
1ea6,A,P54278
1ea6,B,P54278
1ea8,A,P02649
1eaj,A,P78310
1eaj,B,P78310
1eak,A,P08253
1eak,B,P08253
1eak,C,P08253
1eak,D,P08253
1eaw,A,Q9Y5Y6
1eaw,C,Q9Y5Y6
1eax,A,Q9Y5Y6
1eaz,A,Q9HB21
1eb1,H,P00734
1eb1,L,P00734
1eba,A,P19235
1eba,B,P19235
1ebm,A,O15527
1ebp,A,P19235
1ebp,B,P19235
1ec6,A,Q9UNW9
1ec6,B,Q9UNW9
1ecv,A,P18031
1edm,B,P00740
1edm,C,P00740
1edn,A,P05305
1edp,A,P05305
1ee4,C,P01106
1ee4,D,P01106
1ee4,E,P01106
1ee4,F,P01106
1eem,A,P78417
1een,A,P18031
1eeo,A,P18031
1eeq,A,P06312
1eeq,B,P06312
1eer,A,P01588
1eer,B,P19235
1eer,C,P19235
1ees,A,P60953
1eeu,A,P06312
1eeu,B,P06312
1eey,A,P04439
1eey,B,P61769
1eey,D,P04439
1eey,E,P61769
1eez,A,P04439
1eez,B,P61769
1eez,D,P04439
1eez,E,P61769
1ef1,A,P26038
1ef1,B,P26038
1ef1,C,P26038
1ef1,D,P26038
1ef3,A,P15121
1ef3,B,P15121
1ef7,A,Q9UBR2
1ef7,B,Q9UBR2
1efe,A,P01308
1efh,A,Q06520
1efh,B,Q06520
1efk,A,P23368
1efk,B,P23368
1efk,C,P23368
1efk,D,P23368
1efl,A,P23368
1efl,B,P23368
1efl,C,P23368
1efl,D,P23368
1efn,A,P06241
1efn,C,P06241
1efq,A,P06312
1efv,A,P13804
1efv,B,P38117
1efx,A,P10321
1efx,B,P61769
1efx,C,P52292
1efx,D,P43627
1efx,E,P43627
1eg4,P,Q14118
1egc,A,P11310
1egc,B,P11310
1egc,C,P11310
1egc,D,P11310
1egd,A,P11310
1egd,B,P11310
1egd,C,P11310
1egd,D,P11310
1ege,A,P11310
1ege,B,P11310
1ege,C,P11310
1ege,D,P11310
1egg,A,P22897
1egg,B,P22897
1egi,A,P22897
1egi,B,P22897
1egj,A,P32927
1egt,A,P07204
1egw,A,Q02078
1egw,B,Q02078
1egw,C,Q02078
1egw,D,Q02078
1egx,A,P50552
1eh2,A,P42566
1eh3,A,P02788
1eh6,A,P16455
1eh7,A,P16455
1eh8,A,P16455
1ehw,A,O00746
1ehw,B,O00746
1ei0,A,P56277
1eig,A,O00175
1eih,A,O00175
1ej4,B,Q13541
1ej5,A,P42768
1ej9,A,P11387
1ejf,A,Q15185
1ejf,B,Q15185
1ejh,E,Q13541
1ejh,F,Q13541
1ejh,G,Q13541
1ejh,H,Q13541
1ejn,A,P00749
1ejp,A,P31431
1ejp,B,P31431
1ejq,A,P31431
1ejq,B,P31431
1ek3,A,P06312
1ek3,B,P06312
1ek5,A,Q14376
1ek6,A,Q14376
1ek6,B,Q14376
1ekf,A,O15382
1ekf,B,O15382
1ekg,A,Q16595
1ekp,A,O15382
1ekp,B,O15382
1eku,A,P01579
1eku,B,P01579
1ekv,A,O15382
1ekv,B,O15382
1el0,A,P22362
1el3,A,P15121
1elk,A,O60784
1elk,B,O60784
1elr,A,P31948
1elr,B,Q9H2A1
1elv,A,P09871
1elw,A,P31948
1elw,B,P31948
1em1,A,P04179
1em1,B,P04179
1em2,A,Q14849
1em6,A,P06737
1em6,B,P06737
1emh,A,P13051
1emj,A,P13051
1emr,A,P15018
1emu,A,O15169
1eog,A,P09211
1eog,B,P09211
1eoh,A,P09211
1eoh,B,P09211
1eoh,C,P09211
1eoh,D,P09211
1eoh,E,P09211
1eoh,F,P09211
1eoh,G,P09211
1eoh,H,P09211
1eoj,A,P00734
1eol,A,P00734
1eot,A,P51671
1eou,A,P00918
1ep9,A,P00480
1eq3,A,Q9Y237
1eq4,A,P61626
1eq5,A,P61626
1eqe,A,P61626
1eqf,A,P21675
1eqt,A,P13501
1eqt,B,P13501
1equ,A,P14061
1equ,B,P14061
1eqx,A,Q05086
1eqy,S,P06396
1ere,A,P03372
1ere,B,P03372
1ere,C,P03372
1ere,D,P03372
1ere,E,P03372
1ere,F,P03372
1erg,A,P13987
1erh,A,P13987
1ern,A,P19235
1ern,B,P19235
1err,A,P03372
1err,B,P03372
1ert,A,P10599
1eru,A,P10599
1erv,A,P10599
1erw,A,P10599
1es0,B,Q05329
1es7,A,P12643
1es7,B,P36894
1es7,C,P12643
1es7,D,P36894
1esl,A,P16581
1esr,A,P80075
1esv,S,P06396
1et1,A,P01270
1et1,B,P01270
1eta,1,P02766
1eta,2,P02766
1etb,1,P02766
1etb,2,P02766
1ete,A,P49771
1ete,B,P49771
1ete,C,P49771
1ete,D,P49771
1eub,A,P45452
1euj,A,Q12904
1euj,B,Q12904
1ev2,A,P09038
1ev2,B,P09038
1ev2,C,P09038
1ev2,D,P09038
1ev2,E,P21802
1ev2,F,P21802
1ev2,G,P21802
1ev2,H,P21802
1ev3,A,P01308
1ev3,B,P01308
1ev3,C,P01308
1ev3,D,P01308
1ev6,A,P01308
1ev6,B,P01308
1ev6,C,P01308
1ev6,D,P01308
1ev6,E,P01308
1ev6,F,P01308
1ev6,G,P01308
1ev6,H,P01308
1ev6,I,P01308
1ev6,J,P01308
1ev6,K,P01308
1ev6,L,P01308
1evr,A,P01308
1evr,B,P01308
1evr,C,P01308
1evr,D,P01308
1evr,E,P01308
1evr,F,P01308
1evr,G,P01308
1evr,H,P01308
1evr,I,P01308
1evr,J,P01308
1evr,K,P01308
1evr,L,P01308
1evs,A,P13725
1evt,A,P05230
1evt,B,P05230
1evt,C,P11362
1evt,D,P11362
1evu,A,P00488
1evu,B,P00488
1ew2,A,P05187
1ewf,A,P17213
1ewi,A,P27694
1ewn,A,P29372
1ex0,A,P00488
1ex0,B,P00488
1exa,A,P13631
1ext,A,P19438
1ext,B,P19438
1exu,A,P55899
1exu,B,P61769
1exv,A,P06737
1exv,B,P06737
1exx,A,P13631
1exz,A,P21583
1exz,B,P21583
1exz,C,P21583
1exz,D,P21583
1ey2,A,Q93099
1eyb,A,Q93099
1eym,A,P62942
1eym,B,P62942
1ezf,A,P37268
1ezf,B,P37268
1ezf,C,P37268
1ezq,A,P00742
1ezq,B,P00742
1ezx,A,P01009
1ezx,B,P01009
1f05,A,P37837
1f05,B,P37837
1f0j,A,Q07343
1f0j,B,Q07343
1f0m,A,P29323
1f0r,A,P00742
1f0r,B,P00742
1f0s,A,P00742
1f0s,B,P00742
1f0y,A,Q16836
1f0y,B,Q16836
1f12,A,Q16836
1f12,B,Q16836
1f13,A,P00488
1f13,B,P00488
1f14,A,Q16836
1f14,B,Q16836
1f16,A,Q07812
1f17,A,Q16836
1f17,B,Q16836
1f1j,A,P55210
1f1j,B,P55210
1f2h,A,Q15628
1f2l,A,P78423
1f2l,B,P78423
1f2l,C,P78423
1f2l,D,P78423
1f2q,A,P12319
1f2w,A,P00918
1f3h,A,O15392
1f3h,B,O15392
1f3m,A,Q13153
1f3m,B,Q13153
1f3m,C,Q13153
1f3m,D,Q13153
1f3u,A,P13984
1f3u,B,P35269
1f3u,C,P13984
1f3u,D,P35269
1f3u,E,P13984
1f3u,F,P35269
1f3u,G,P13984
1f3u,H,P35269
1f3v,A,Q15628
1f3v,B,Q12933
1f40,A,P62942
1f41,A,P02766
1f41,B,P02766
1f42,A,P29460
1f45,A,P29460
1f45,B,P29459
1f4i,A,P54725
1f4j,A,P04040
1f4j,B,P04040
1f4j,C,P04040
1f4j,D,P04040
1f4o,A,P28676
1f4o,B,P28676
1f4q,A,P28676
1f4q,B,P28676
1f4r,A,P29372
1f59,A,Q14974
1f59,B,Q14974
1f5f,A,P04278
1f5k,U,P00749
1f5l,A,P00749
1f5n,A,P32455
1f5q,A,P24941
1f5q,C,P24941
1f5w,A,P78310
1f5w,B,P78310
1f5y,A,P01130
1f62,A,Q9UIG0
1f66,C,P0C0S5
1f66,G,P0C0S5
1f68,A,Q92830
1f6a,A,P12319
1f6a,B,P01854
1f6a,D,P01854
1f6l,L,P01597
1f6o,A,P29372
1f6w,A,P19835
1f7e,A,P08709
1f7m,A,P08709
1f86,A,P02766
1f86,B,P02766
1f8a,B,Q13526
1f8h,A,P42566
1f8u,A,P22303
1f8z,A,P01130
1f92,A,P00749
1f95,C,O43521
1f95,D,O43521
1f9e,A,Q14790
1f9e,B,Q14790
1f9e,C,Q14790
1f9e,D,Q14790
1f9e,E,Q14790
1f9e,F,Q14790
1f9e,G,Q14790
1f9e,H,Q14790
1f9e,I,Q14790
1f9e,J,Q14790
1f9e,K,Q14790
1f9e,L,Q14790
1f9j,A,P0CG48
1f9j,B,P0CG48
1f9p,A,P02775
1f9q,A,P02776
1f9q,B,P02776
1f9q,C,P02776
1f9q,D,P02776
1f9r,A,P02776
1f9r,B,P02776
1f9r,C,P02776
1f9r,D,P02776
1f9s,A,P02776
1f9s,B,P02776
1f9s,C,P02776
1f9s,D,P02776
1f9x,A,P98170
1fa9,A,P06737
1fac,A,P00451
1fak,H,P08709
1fak,L,P08709
1fak,T,P13726
1fao,A,Q9UN19
